S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
12642,07/06/2020,Tamil Nadu,30152,13506,16395,251
12643,08/06/2020,Tamil Nadu,31667,14399,16999,269
12644,09/06/2020,Tamil Nadu,33229,15416,17527,286
12645,10/06/2020,Tamil Nadu,34914,16282,18325,307
12646,11/06/2020,Tamil Nadu,36841,17182,19333,326
12647,12/06/2020,Tamil Nadu,38716,17662,20705,349
12648,13/06/2020,Tamil Nadu,40698,18284,22047,367
12649,14/06/2020,Tamil Nadu,42687,18881,23409,397
12650,15/06/2020,Tamil Nadu,44661,19679,24547,435
12651,16/06/2020,Tamil Nadu,46504,20681,25344,479
12652,17/06/2020,Tamil Nadu,48019,20709,26782,528
12653,18/06/2020,Tamil Nadu,50193,21993,27624,576
12654,19/06/2020,Tamil Nadu,52334,23068,28641,625
12655,20/06/2020,Tamil Nadu,54449,23512,30271,666
12656,21/06/2020,Tamil Nadu,56845,24825,31316,704
12657,22/06/2020,Tamil Nadu,59377,25866,32754,757
12658,23/06/2020,Tamil Nadu,62087,27181,34112,794
12659,24/06/2020,Tamil Nadu,64603,28431,35339,833
12660,25/06/2020,Tamil Nadu,67468,28839,37763,866
12661,26/06/2020,Tamil Nadu,70977,30067,39999,911
12662,27/06/2020,Tamil Nadu,74622,32308,41357,957
12663,28/06/2020,Tamil Nadu,78335,33216,44094,1025
12664,29/06/2020,Tamil Nadu,82275,35659,45537,1079
12665,30/06/2020,Tamil Nadu,86224,37334,47749,1141
12666,01/07/2020,Tamil Nadu,90167,38892,50074,1201
12667,02/07/2020,Tamil Nadu,94049,39859,52926,1264
12668,03/07/2020,Tamil Nadu,98392,41050,56021,1321
12669,04/07/2020,Tamil Nadu,102721,42958,58378,1385
12670,05/07/2020,Tamil Nadu,107001,44959,60592,1450
12671,06/07/2020,Tamil Nadu,111151,46863,62778,1510
12672,07/07/2020,Tamil Nadu,114978,46836,66571,1571
12673,08/07/2020,Tamil Nadu,118594,45842,71116,1636
12674,09/07/2020,Tamil Nadu,122350,46483,74167,1700
12675,10/07/2020,Tamil Nadu,126581,46655,78161,1765
12676,11/07/2020,Tamil Nadu,130261,46108,82324,1829
12677,12/07/2020,Tamil Nadu,134226,46413,85915,1898
12678,13/07/2020,Tamil Nadu,138470,46972,89532,1966
12679,14/07/2020,Tamil Nadu,142798,48199,92567,2032
12680,15/07/2020,Tamil Nadu,147324,47915,97310,2099
12681,16/07/2020,Tamil Nadu,151820,47343,102310,2167
12682,17/07/2020,Tamil Nadu,156369,46717,107416,2236
12683,18/07/2020,Tamil Nadu,160907,47785,110807,2315
12684,19/07/2020,Tamil Nadu,165714,49455,113856,2403
12685,20/07/2020,Tamil Nadu,170693,50297,117915,2481
12686,21/07/2020,Tamil Nadu,175678,51351,121776,2551
12687,22/07/2020,Tamil Nadu,180643,51347,126670,2626
12688,23/07/2020,Tamil Nadu,186492,51765,131583,3144
12689,24/07/2020,Tamil Nadu,192964,52939,136793,3232
12690,25/07/2020,Tamil Nadu,199749,53132,143297,3320
12691,26/07/2020,Tamil Nadu,206737,52273,151055,3409
12692,27/07/2020,Tamil Nadu,213723,53703,156526,3494
12693,28/07/2020,Tamil Nadu,220716,54896,162249,3571
12694,29/07/2020,Tamil Nadu,227688,57073,166956,3659
12695,30/07/2020,Tamil Nadu,234114,57490,172883,3741
12696,31/07/2020,Tamil Nadu,239978,57962,178178,3838
12697,01/08/2020,Tamil Nadu,245859,57968,183956,3935
12698,02/08/2020,Tamil Nadu,251738,56738,190966,4034
12699,03/08/2020,Tamil Nadu,257613,56998,196483,4132
12700,04/08/2020,Tamil Nadu,263222,56698,202283,4241
12701,05/08/2020,Tamil Nadu,268285,55152,208784,4349
12702,06/08/2020,Tamil Nadu,273460,54184,214815,4461
12703,07/08/2020,Tamil Nadu,279144,53486,221087,4571
12704,08/08/2020,Tamil Nadu,285024,52759,227575,4690
12705,09/08/2020,Tamil Nadu,290907,53481,232618,4808
12706,10/08/2020,Tamil Nadu,296901,53336,238638,4927
12707,11/08/2020,Tamil Nadu,302815,53099,244675,5041
12708,12/08/2020,Tamil Nadu,308649,52810,250680,5159
12709,13/08/2020,Tamil Nadu,314520,52929,256313,5278
12710,14/08/2020,Tamil Nadu,320355,53499,261459,5397
12711,15/08/2020,Tamil Nadu,326245,53716,267015,5514
12712,16/08/2020,Tamil Nadu,332105,54213,272251,5641
12713,17/08/2020,Tamil Nadu,338055,54019,278270,5766
12714,18/08/2020,Tamil Nadu,343945,54122,283937,5886
12715,19/08/2020,Tamil Nadu,349654,53860,289787,6007
12716,20/08/2020,Tamil Nadu,355449,53155,296171,6123
12717,21/08/2020,Tamil Nadu,361435,53283,301913,6239
12718,22/08/2020,Tamil Nadu,367430,53413,307677,6340
12719,23/08/2020,Tamil Nadu,373410,53710,313280,6420
12720,24/08/2020,Tamil Nadu,379385,53541,319327,6517
12721,25/08/2020,Tamil Nadu,385352,53282,325456,6614
12722,26/08/2020,Tamil Nadu,391303,52128,332454,6721
12723,27/08/2020,Tamil Nadu,397261,52362,338060,6839
12724,28/08/2020,Tamil Nadu,403242,52364,343930,6948
12725,29/08/2020,Tamil Nadu,409238,52506,349682,7050
12726,30/08/2020,Tamil Nadu,415590,52726,355727,7137
12727,31/08/2020,Tamil Nadu,422085,52721,362133,7231
12728,01/09/2020,Tamil Nadu,428041,52578,368141,7322
12729,02/09/2020,Tamil Nadu,433969,52379,374172,7418
12730,03/09/2020,Tamil Nadu,439959,52380,380063,7516
12731,04/09/2020,Tamil Nadu,445851,52070,386173,7608
12732,05/09/2020,Tamil Nadu,451827,51633,392507,7687
12733,06/09/2020,Tamil Nadu,457697,51583,398366,7748
12734,07/09/2020,Tamil Nadu,463480,51458,404186,7836
12735,08/09/2020,Tamil Nadu,469256,51215,410116,7925
12736,09/09/2020,Tamil Nadu,474940,50213,416715,8012
12737,10/09/2020,Tamil Nadu,480524,49203,423231,8090
12738,11/09/2020,Tamil Nadu,486052,48482,429416,8154
12739,12/09/2020,Tamil Nadu,491571,47918,435422,8231
12740,13/09/2020,Tamil Nadu,497066,47110,441649,8307
12741,14/09/2020,Tamil Nadu,502759,47012,447366,8381
12742,15/09/2020,Tamil Nadu,508511,46912,453165,8434
12743,16/09/2020,Tamil Nadu,514208,46806,458900,8502
12744,17/09/2020,Tamil Nadu,519860,46633,464668,8559
12745,18/09/2020,Tamil Nadu,525420,46610,470192,8618
12746,19/09/2020,Tamil Nadu,530908,46506,475717,8685
12747,20/09/2020,Tamil Nadu,536477,46453,481273,8751
12748,21/09/2020,Tamil Nadu,541993,46703,486479,8811
12749,22/09/2020,Tamil Nadu,547337,46495,491971,8871
12750,23/09/2020,Tamil Nadu,552674,46350,497377,8947
12751,24/09/2020,Tamil Nadu,557999,46249,502740,9010
12752,25/09/2020,Tamil Nadu,563691,46405,508210,9076
12753,26/09/2020,Tamil Nadu,569370,46386,513836,9148
12754,27/09/2020,Tamil Nadu,575017,46336,519448,9233
12755,28/09/2020,Tamil Nadu,580808,46341,525154,9313
12756,29/09/2020,Tamil Nadu,586397,46306,530708,9383
12757,30/09/2020,Tamil Nadu,591943,46281,536209,9453
12758,01/10/2020,Tamil Nadu,597602,46263,541819,9520
12759,02/10/2020,Tamil Nadu,603290,46369,547335,9586
12760,03/10/2020,Tamil Nadu,608885,46294,552938,9653
12761,04/10/2020,Tamil Nadu,614507,46255,558534,9718
12762,05/10/2020,Tamil Nadu,619996,46120,564092,9784
12763,06/10/2020,Tamil Nadu,625391,45881,569664,9846
12764,07/10/2020,Tamil Nadu,630408,45279,575212,9917
12765,08/10/2020,Tamil Nadu,635855,45135,580736,9984
12766,09/10/2020,Tamil Nadu,640943,44437,586454,10052
12767,10/10/2020,Tamil Nadu,646128,44197,591811,10120
12768,11/10/2020,Tamil Nadu,651370,44150,597033,10187
12769,12/10/2020,Tamil Nadu,656385,44095,602038,10252
12770,13/10/2020,Tamil Nadu,661264,43747,607203,10314
12771,14/10/2020,Tamil Nadu,665930,43239,612320,10371
12772,15/10/2020,Tamil Nadu,670392,42566,617403,10423
12773,16/10/2020,Tamil Nadu,674802,41872,622458,10472
12774,17/10/2020,Tamil Nadu,679191,40959,627703,10529
12775,18/10/2020,Tamil Nadu,683486,40192,632708,10586
12776,19/10/2020,Tamil Nadu,687400,39121,637637,10642
12777,20/10/2020,Tamil Nadu,690936,38093,642152,10691
12778,21/10/2020,Tamil Nadu,694030,36734,646555,10741
12779,22/10/2020,Tamil Nadu,697116,35480,650856,10780
12780,23/10/2020,Tamil Nadu,700193,34198,655170,10825
12781,24/10/2020,Tamil Nadu,703250,32960,659432,10858
12782,25/10/2020,Tamil Nadu,706136,31787,663456,10893
12783,26/10/2020,Tamil Nadu,709005,30606,667475,10924
12784,27/10/2020,Tamil Nadu,711713,29268,671489,10956
12785,28/10/2020,Tamil Nadu,714235,27734,675518,10983
12786,29/10/2020,Tamil Nadu,716751,26356,679377,11018
12787,30/10/2020,Tamil Nadu,719403,24886,683464,11053
12788,31/10/2020,Tamil Nadu,722011,23532,687388,11091
12789,01/11/2020,Tamil Nadu,724522,22164,691236,11122
12790,02/11/2020,Tamil Nadu,727026,20994,694880,11152
12791,03/11/2020,Tamil Nadu,729507,19504,698820,11183
12792,04/11/2020,Tamil Nadu,731942,19201,701527,11214
12793,05/11/2020,Tamil Nadu,734429,19154,704031,11244
12794,06/11/2020,Tamil Nadu,736777,19061,706444,11272
12795,07/11/2020,Tamil Nadu,739147,19002,708846,11299
12796,08/11/2020,Tamil Nadu,741488,18966,711198,11324
12797,09/11/2020,Tamil Nadu,743822,18894,713584,11344
12798,10/11/2020,Tamil Nadu,746079,18825,715892,11362
12799,11/11/2020,Tamil Nadu,748225,18709,718129,11387
12800,12/11/2020,Tamil Nadu,750409,18655,720339,11415
12801,13/11/2020,Tamil Nadu,752521,18395,722686,11440
12802,14/11/2020,Tamil Nadu,754460,17748,725258,11454
12803,15/11/2020,Tamil Nadu,756372,17154,727752,11466
12804,16/11/2020,Tamil Nadu,758191,16441,730272,11478
12805,17/11/2020,Tamil Nadu,759916,15765,732656,11495
12806,18/11/2020,Tamil Nadu,761568,15085,734970,11513
12807,19/11/2020,Tamil Nadu,763282,14470,737281,11531
12808,20/11/2020,Tamil Nadu,764989,13907,739532,11550
12809,21/11/2020,Tamil Nadu,766677,13404,741705,11568
12810,22/11/2020,Tamil Nadu,768340,12916,743838,11586
12811,23/11/2020,Tamil Nadu,769995,12542,745848,11605
12812,24/11/2020,Tamil Nadu,771619,12245,747752,11622
12813,25/11/2020,Tamil Nadu,773176,11875,749662,11639
12814,26/11/2020,Tamil Nadu,774710,11520,751535,11655
12815,27/11/2020,Tamil Nadu,776174,11173,753332,11669
12816,28/11/2020,Tamil Nadu,777616,11109,754826,11681
12817,29/11/2020,Tamil Nadu,779046,11073,756279,11694
12818,30/11/2020,Tamil Nadu,780505,11052,757750,11703
12819,01/12/2020,Tamil Nadu,781915,10997,759206,11712
12820,02/12/2020,Tamil Nadu,783319,10980,760617,11722
12821,03/12/2020,Tamil Nadu,784747,10999,762015,11733
12822,04/12/2020,Tamil Nadu,786163,10988,763428,11747
12823,05/12/2020,Tamil Nadu,787554,10938,764854,11762
12824,06/12/2020,Tamil Nadu,788920,10882,766261,11777
12825,07/12/2020,Tamil Nadu,790240,10688,767759,11793
12826,08/12/2020,Tamil Nadu,791552,10695,769048,11809
12827,09/12/2020,Tamil Nadu,792788,10588,770378,11822
12828,10/12/2020,Tamil Nadu,794020,10491,771693,11836
12829,11/12/2020,Tamil Nadu,795240,10392,772995,11853
12830,12/12/2020,Tamil Nadu,796475,10299,774306,11870
12831,13/12/2020,Tamil Nadu,797693,10208,775602,11883
12832,14/12/2020,Tamil Nadu,798888,10115,776878,11895
12833,15/12/2020,Tamil Nadu,800029,10039,778081,11909
12834,17/12/2020,Tamil Nadu,802342,9880,780531,11931
12835,18/12/2020,Tamil Nadu,803516,9829,781745,11942
12836,19/12/2020,Tamil Nadu,804650,9781,782915,11954
12837,20/12/2020,Tamil Nadu,805777,9692,784117,11968
12838,21/12/2020,Tamil Nadu,806891,9593,785315,11983
12839,22/12/2020,Tamil Nadu,807962,9495,786472,11995
12840,23/12/2020,Tamil Nadu,809014,9391,787611,12012
12841,24/12/2020,Tamil Nadu,810080,9314,788742,12024
12842,25/12/2020,Tamil Nadu,811115,9217,789862,12036
12843,26/12/2020,Tamil Nadu,812142,9129,790965,12048
12844,27/12/2020,Tamil Nadu,813161,9039,792063,12059
12845,28/12/2020,Tamil Nadu,814170,8947,793154,12069
12846,29/12/2020,Tamil Nadu,815175,8867,794228,12080
12847,30/12/2020,Tamil Nadu,816132,8747,795293,12092
12848,31/12/2020,Tamil Nadu,817077,8615,796353,12109
12849,03/01/2021,Tamil Nadu,819845,8272,799427,12146
12850,04/01/2021,Tamil Nadu,820712,8127,800429,12156
12851,05/01/2021,Tamil Nadu,821550,7970,801414,12166
12852,06/01/2021,Tamil Nadu,822370,7808,802385,12177
12853,07/01/2021,Tamil Nadu,823181,7665,803328,12188
12854,08/01/2021,Tamil Nadu,823986,7547,804239,12200
12855,09/01/2021,Tamil Nadu,824776,7432,805136,12208
12856,10/01/2021,Tamil Nadu,825537,7304,806018,12215
12857,11/01/2021,Tamil Nadu,826261,7164,806875,12222
12858,12/01/2021,Tamil Nadu,826943,6971,807744,12228
12859,13/01/2021,Tamil Nadu,827614,6807,808571,12236
12860,14/01/2021,Tamil Nadu,828287,6653,809392,12242
12861,15/01/2021,Tamil Nadu,828952,6488,810218,12246
12862,16/01/2021,Tamil Nadu,829573,6299,811023,12251
12863,17/01/2021,Tamil Nadu,830183,6128,811798,12257
12864,18/01/2021,Tamil Nadu,830772,5940,812568,12264
12865,19/01/2021,Tamil Nadu,831323,5725,813326,12272
12866,20/01/2021,Tamil Nadu,831866,5487,814098,12281
12867,21/01/2021,Tamil Nadu,832415,5314,814811,12290
12868,22/01/2021,Tamil Nadu,833011,5196,815516,12299
12869,23/01/2021,Tamil Nadu,833585,5073,816205,12307
12870,24/01/2021,Tamil Nadu,834171,4984,816878,12309
12871,25/01/2021,Tamil Nadu,834740,4904,817520,12316
12872,27/01/2021,Tamil Nadu,835803,4736,818742,12325
12873,28/01/2021,Tamil Nadu,836315,4676,819306,12333
12874,29/01/2021,Tamil Nadu,836818,4629,819850,12339
12875,30/01/2021,Tamil Nadu,837327,4601,820381,12345
12876,31/01/2021,Tamil Nadu,837832,4575,820907,12350
12877,01/02/2021,Tamil Nadu,838340,4554,821430,12356
12878,02/02/2021,Tamil Nadu,838842,4532,821947,12363
12879,03/02/2021,Tamil Nadu,839352,4517,822468,12367
12880,04/02/2021,Tamil Nadu,839866,4494,823001,12371
12881,05/02/2021,Tamil Nadu,840360,4467,823518,12375
12882,06/02/2021,Tamil Nadu,840849,4446,824024,12379
12883,07/02/2021,Tamil Nadu,841326,4417,824527,12382
12884,08/02/2021,Tamil Nadu,841797,4389,825025,12383
12885,09/02/2021,Tamil Nadu,842261,4354,825520,12387
12886,10/02/2021,Tamil Nadu,842730,4328,826011,12391
12887,11/02/2021,Tamil Nadu,843209,4309,826504,12396
12888,12/02/2021,Tamil Nadu,843690,4294,826994,12402
12889,13/02/2021,Tamil Nadu,844173,4285,827480,12408
12890,14/02/2021,Tamil Nadu,844650,4275,827962,12413
12891,15/02/2021,Tamil Nadu,845120,4260,828441,12419
12892,16/02/2021,Tamil Nadu,845575,4232,828918,12425
12893,17/02/2021,Tamil Nadu,846026,4206,829388,12432
12894,18/02/2021,Tamil Nadu,846480,4192,829850,12438
12895,19/02/2021,Tamil Nadu,846937,4173,830320,12444
12896,20/02/2021,Tamil Nadu,847385,4147,830787,12451
12897,21/02/2021,Tamil Nadu,847823,4120,831246,12457
12898,22/02/2021,Tamil Nadu,848275,4109,831706,12460
12899,23/02/2021,Tamil Nadu,848724,4091,832167,12466
12900,24/02/2021,Tamil Nadu,849166,4074,832620,12472
12901,25/02/2021,Tamil Nadu,849629,4062,833089,12478
12902,26/02/2021,Tamil Nadu,850096,4053,833560,12483
12903,27/02/2021,Tamil Nadu,850577,4046,834043,12488
12904,01/03/2021,Tamil Nadu,851542,4022,835024,12496
12905,02/03/2021,Tamil Nadu,852016,4009,835506,12501
12906,03/03/2021,Tamil Nadu,852478,3997,835979,12502
12907,04/03/2021,Tamil Nadu,852967,3990,836473,12504
12908,06/03/2021,Tamil Nadu,853992,3954,837525,12513
12909,07/03/2021,Tamil Nadu,854554,3952,838085,12517
12910,08/03/2021,Tamil Nadu,855121,3997,838606,12518
12911,09/03/2021,Tamil Nadu,855677,4018,839138,12521
12912,10/03/2021,Tamil Nadu,856246,4073,839648,12525
12913,11/03/2021,Tamil Nadu,856917,4207,840180,12530
12914,13/03/2021,Tamil Nadu,858272,4483,841250,12539
12915,14/03/2021,Tamil Nadu,858967,4662,841762,12543
12916,15/03/2021,Tamil Nadu,859726,4870,842309,12547
12917,16/03/2021,Tamil Nadu,860562,5149,842862,12551
12918,17/03/2021,Tamil Nadu,861429,5450,843423,12556
12919,18/03/2021,Tamil Nadu,862374,5811,843999,12564
12920,19/03/2021,Tamil Nadu,863363,6222,844568,12573
12921,20/03/2021,Tamil Nadu,864450,6690,845178,12582
12922,21/03/2021,Tamil Nadu,865693,7291,845812,12590
12923,22/03/2021,Tamil Nadu,866982,7903,846480,12599
12924,23/03/2021,Tamil Nadu,868367,8619,847139,12609
12925,24/03/2021,Tamil Nadu,869804,9145,848041,12618
12926,25/03/2021,Tamil Nadu,871440,9746,849064,12630
12927,27/03/2021,Tamil Nadu,875190,11318,851222,12650
12928,28/03/2021,Tamil Nadu,877279,12157,852463,12659
12929,29/03/2021,Tamil Nadu,879473,13070,853733,12670
12930,30/03/2021,Tamil Nadu,881752,13983,855085,12684
12931,31/03/2021,Tamil Nadu,884094,14846,856548,12700
12932,01/04/2021,Tamil Nadu,886673,15879,858075,12719
12933,02/04/2021,Tamil Nadu,889490,17043,859709,12738
12934,03/04/2021,Tamil Nadu,892780,18606,861424,12750
12935,04/04/2021,Tamil Nadu,896226,20204,863258,12764
12936,05/04/2021,Tamil Nadu,899807,21958,865071,12778
12937,06/04/2021,Tamil Nadu,903479,23777,866913,12789
12938,07/04/2021,Tamil Nadu,907124,25598,868722,12804
12939,08/04/2021,Tamil Nadu,911110,27743,870546,12821
12940,09/04/2021,Tamil Nadu,915386,30131,872415,12840
12941,10/04/2021,Tamil Nadu,920827,33659,874305,12863
12942,11/04/2021,Tamil Nadu,926816,37673,876257,12886
12943,12/04/2021,Tamil Nadu,933434,41955,878571,12908
12944,13/04/2021,Tamil Nadu,940145,46308,880910,12927
12945,14/04/2021,Tamil Nadu,947129,49985,884199,12945
12946,15/04/2021,Tamil Nadu,954948,54315,887663,12970
12947,16/04/2021,Tamil Nadu,962935,58097,891839,12999
12948,17/04/2021,Tamil Nadu,971384,61593,896759,13032
12949,18/04/2021,Tamil Nadu,980728,65635,902022,13071
12950,19/04/2021,Tamil Nadu,991451,70391,907947,13113
12951,20/04/2021,Tamil Nadu,1002392,75116,914119,13157
12952,21/04/2021,Tamil Nadu,1013378,79804,920369,13205
12953,22/04/2021,Tamil Nadu,1025059,84361,927440,13258
12954,23/04/2021,Tamil Nadu,1037711,89428,934966,13317
12955,24/04/2021,Tamil Nadu,1051487,95048,943044,13395
12956,25/04/2021,Tamil Nadu,1066329,100668,952186,13475
12957,26/04/2021,Tamil Nadu,1081988,105180,963251,13557
12958,27/04/2021,Tamil Nadu,1097672,107145,976876,13651
12959,28/04/2021,Tamil Nadu,1113502,108855,990919,13728
12960,29/04/2021,Tamil Nadu,1130167,110308,1006033,13826
12961,30/04/2021,Tamil Nadu,1148064,112556,1021575,13933
12962,01/05/2021,Tamil Nadu,1166756,115128,1037582,14046
12963,02/05/2021,Tamil Nadu,1186344,117405,1054746,14193
12964,03/05/2021,Tamil Nadu,1207112,120444,1072322,14346
12965,04/05/2021,Tamil Nadu,1228064,123258,1090338,14468
12966,05/05/2021,Tamil Nadu,1249292,125230,1109450,14612
12967,06/05/2021,Tamil Nadu,1272602,128311,1129512,14779
12968,07/05/2021,Tamil Nadu,1297500,131468,1151058,14974
12969,08/05/2021,Tamil Nadu,1323965,135355,1173439,15171
12970,09/05/2021,Tamil Nadu,1351362,139401,1196549,15412
12971,10/05/2021,Tamil Nadu,1380259,144547,1220064,15648
12972,11/05/2021,Tamil Nadu,1409237,152389,1240968,15880
12973,12/05/2021,Tamil Nadu,1438509,162181,1260150,16178
12974,13/05/2021,Tamil Nadu,1468864,172735,1279658,16471
12975,12/03/2020,Telangana,1,1,0,0
12976,13/03/2020,Telangana,1,1,0,0
12977,14/03/2020,Telangana,1,1,0,0
12978,15/03/2020,Telangana,3,2,1,0
12979,16/03/2020,Telangana,3,2,1,0
12980,17/03/2020,Telangana,5,4,1,0
12981,18/03/2020,Telangana,5,4,1,0
12982,19/03/2020,Telangana,6,5,1,0
12983,20/03/2020,Telangana,16,15,1,0
12984,21/03/2020,Telangana,19,18,1,0
12985,22/03/2020,Telangana,22,21,1,0
12986,23/03/2020,Telangana,32,31,1,0
12987,24/03/2020,Telangana,32,31,1,0
12988,25/03/2020,Telangana,35,34,1,0
12989,26/03/2020,Telangana,41,40,1,0
12990,27/03/2020,Telangana,45,44,1,0
12991,28/03/2020,Telangana,56,55,1,0
12992,29/03/2020,Telangana,66,64,1,1
12993,30/03/2020,Telangana,69,67,1,1
12994,31/03/2020,Telangana,79,77,1,1
12995,01/04/2020,Telangana,94,90,1,3
12996,02/04/2020,Telangana,96,92,1,3
12997,03/04/2020,Telangana,107,103,1,3
12998,04/04/2020,Telangana,158,150,1,7
12999,05/04/2020,Telangana,269,230,32,7
13000,06/04/2020,Telangana,321,280,34,7
13001,07/04/2020,Telangana,321,280,34,7
13002,08/04/2020,Telangana,364,322,35,7
13003,09/04/2020,Telangana,427,385,35,7
13004,10/04/2020,Telangana,442,400,35,7
13005,11/04/2020,Telangana,473,423,43,7
13006,12/04/2020,Telangana,504,452,43,9
13007,13/04/2020,Telangana,504,452,43,9
13008,14/04/2020,Telangana,562,446,100,16
13009,15/04/2020,Telangana,624,507,100,17
13010,16/04/2020,Telangana,647,509,120,18
13011,17/04/2020,Telangana,700,496,186,18
13012,18/04/2020,Telangana,766,562,186,18
13013,19/04/2020,Telangana,809,605,186,18
13014,20/04/2020,Telangana,844,640,186,18
13015,21/04/2020,Telangana,873,660,190,23
13016,22/04/2020,Telangana,928,711,194,23
13017,23/04/2020,Telangana,945,728,194,23
13018,24/04/2020,Telangana,960,739,197,24
13019,25/04/2020,Telangana,984,705,253,26
13020,26/04/2020,Telangana,991,685,280,26
13021,27/04/2020,Telangana,1002,696,280,26
13022,28/04/2020,Telangana,1004,657,321,26
13023,29/04/2020,Telangana,1004,657,321,26
13024,30/04/2020,Telangana,1012,619,367,26
13025,01/05/2020,Telangana,1038,615,397,26
13026,02/05/2020,Telangana,1039,572,441,26
13027,03/05/2020,Telangana,1063,577,458,28
13028,04/05/2020,Telangana,1082,563,490,29
13029,05/05/2020,Telangana,1085,471,585,29
13030,06/05/2020,Telangana,1096,482,585,29
13031,07/05/2020,Telangana,1107,450,628,29
13032,08/05/2020,Telangana,1123,444,650,29
13033,09/05/2020,Telangana,1133,404,700,29
13034,10/05/2020,Telangana,1163,383,750,30
13035,11/05/2020,Telangana,1196,416,750,30
13036,12/05/2020,Telangana,1275,445,800,30
13037,13/05/2020,Telangana,1326,464,830,32
13038,14/05/2020,Telangana,1367,393,940,34
13039,15/05/2020,Telangana,1414,430,950,34
13040,16/05/2020,Telangana,1454,461,959,34
13041,17/05/2020,Telangana,1509,504,971,34
13042,18/05/2020,Telangana,1551,525,992,34
13043,19/05/2020,Telangana,1597,562,1000,35
13044,20/05/2020,Telangana,1634,586,1010,38
13045,21/05/2020,Telangana,1661,606,1015,40
13046,22/05/2020,Telangana,1699,619,1035,45
13047,23/05/2020,Telangana,1761,673,1043,45
13048,24/05/2020,Telangana,1813,699,1065,49
13049,25/05/2020,Telangana,1854,711,1090,53
13050,26/05/2020,Telangana,1920,700,1164,56
13051,27/05/2020,Telangana,1991,650,1284,57
13052,28/05/2020,Telangana,2098,751,1284,63
13053,29/05/2020,Telangana,2256,844,1345,67
13054,30/05/2020,Telangana,2425,973,1381,71
13055,31/05/2020,Telangana,2499,1010,1412,77
13056,01/06/2020,Telangana,2698,1188,1428,82
13057,02/06/2020,Telangana,2792,1213,1491,88
